date,sku,demand,day_of_week,month,day_of_year,is_weekend,is_promo,weather_index,lag_1,lag_3,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_30,sku_code
2025-04-24,Eggs_12pk,108,3,4,114,0,0,32.81,122.0,132.0,130.0,104.0,133.0,131.42857142857142,130.1,4
2025-04-25,Eggs_12pk,115,4,4,115,0,0,31.29,108.0,115.0,115.0,131.0,129.85714285714286,131.71428571428572,129.83333333333334,4
2025-04-26,Eggs_12pk,156,5,4,116,1,0,36.31,115.0,122.0,163.0,159.0,129.85714285714286,130.57142857142858,129.4,4
2025-04-27,Eggs_12pk,160,6,4,117,1,0,37.78,156.0,108.0,154.0,153.0,128.85714285714286,130.35714285714286,130.63333333333333,4
2025-04-28,Eggs_12pk,125,0,4,118,0,0,31.72,160.0,115.0,132.0,99.0,129.71428571428572,130.85714285714286,132.46666666666667,4
2025-04-29,Eggs_12pk,117,1,4,119,0,0,34.02,125.0,156.0,115.0,119.0,128.71428571428572,132.71428571428572,131.03333333333333,4
2025-04-30,Eggs_12pk,124,2,4,120,0,0,33.08,117.0,160.0,122.0,144.0,129.0,132.57142857142858,129.36666666666667,4
2025-05-01,Eggs_12pk,107,3,5,121,0,0,29.15,124.0,125.0,108.0,130.0,129.28571428571428,131.14285714285714,129.33333333333334,4
2025-05-02,Eggs_12pk,121,4,5,122,0,0,34.01,107.0,117.0,115.0,115.0,129.14285714285714,129.5,128.66666666666666,4
2025-05-03,Eggs_12pk,123,5,5,123,1,0,32.42,121.0,124.0,156.0,163.0,130.0,129.92857142857142,128.76666666666668,4
2025-05-04,Eggs_12pk,126,6,5,124,1,0,35.41,123.0,107.0,160.0,154.0,125.28571428571429,127.07142857142857,129.26666666666668,4
2025-05-05,Eggs_12pk,104,0,5,125,0,0,34.2,126.0,121.0,125.0,132.0,120.42857142857143,125.07142857142857,129.23333333333332,4
2025-05-06,Eggs_12pk,113,1,5,126,0,0,31.09,104.0,123.0,117.0,115.0,117.42857142857143,123.07142857142857,127.33333333333333,4
2025-05-07,Eggs_12pk,91,2,5,127,0,0,33.03,113.0,126.0,124.0,122.0,116.85714285714286,122.92857142857143,125.4,4
2025-05-08,Eggs_12pk,113,3,5,128,0,0,32.93,91.0,104.0,107.0,108.0,112.14285714285714,120.71428571428571,124.76666666666667,4
2025-05-09,Eggs_12pk,114,4,5,129,0,0,36.31,113.0,113.0,121.0,115.0,113.0,121.07142857142857,125.4,4
2025-05-10,Eggs_12pk,151,5,5,130,1,0,30.57,114.0,91.0,123.0,156.0,112.0,121.0,125.23333333333333,4
2025-05-11,Eggs_12pk,143,6,5,131,1,0,32.36,151.0,113.0,126.0,160.0,116.0,120.64285714285714,126.8,4
2025-05-12,Eggs_12pk,114,0,5,132,0,0,30.63,143.0,114.0,104.0,125.0,118.42857142857143,119.42857142857143,127.2,4
2025-05-13,Eggs_12pk,113,1,5,133,0,0,31.86,114.0,151.0,113.0,117.0,119.85714285714286,118.64285714285714,125.7,4
2025-05-14,Eggs_12pk,111,2,5,134,0,0,31.22,113.0,143.0,91.0,124.0,119.85714285714286,118.35714285714286,124.36666666666666,4
2025-05-15,Eggs_12pk,105,3,5,135,0,0,31.93,111.0,114.0,113.0,107.0,122.71428571428571,117.42857142857143,124.76666666666667,4
2025-05-16,Eggs_12pk,101,4,5,136,0,0,27.55,105.0,113.0,114.0,121.0,121.57142857142857,117.28571428571429,124.3,4
2025-05-17,Eggs_12pk,142,5,5,137,1,0,31.28,101.0,111.0,151.0,123.0,119.71428571428571,115.85714285714286,122.86666666666666,4
2025-05-18,Eggs_12pk,136,6,5,138,1,0,32.47,142.0,105.0,143.0,126.0,118.42857142857143,117.21428571428571,123.26666666666667,4
2025-05-19,Eggs_12pk,101,0,5,139,0,0,33.07,136.0,101.0,114.0,104.0,117.42857142857143,117.92857142857143,123.96666666666667,4
2025-05-20,Eggs_12pk,98,1,5,140,0,0,34.79,101.0,142.0,113.0,113.0,115.57142857142857,117.71428571428571,121.9,4
2025-05-21,Eggs_12pk,94,2,5,141,0,0,32.64,98.0,136.0,111.0,91.0,113.42857142857143,116.64285714285714,120.03333333333333,4
2025-05-22,Eggs_12pk,107,3,5,142,0,0,31.35,94.0,101.0,105.0,113.0,111.0,116.85714285714286,118.76666666666667,4
2025-05-23,Eggs_12pk,98,4,5,143,0,0,31.79,107.0,98.0,101.0,114.0,111.28571428571429,116.42857142857143,118.5,4
2025-05-24,Eggs_12pk,132,5,5,144,1,0,34.62,98.0,94.0,142.0,151.0,110.85714285714286,115.28571428571429,117.7,4
2025-05-25,Eggs_12pk,155,6,5,145,1,0,32.56,132.0,107.0,136.0,143.0,109.42857142857143,113.92857142857143,118.5,4
2025-05-26,Eggs_12pk,122,0,5,146,0,0,31.9,155.0,98.0,101.0,114.0,112.14285714285714,114.78571428571429,119.83333333333333,4
2025-05-27,Eggs_12pk,105,1,5,147,0,0,31.01,122.0,132.0,98.0,113.0,115.14285714285714,115.35714285714286,118.7,4
2025-05-28,Eggs_12pk,105,2,5,148,0,0,30.63,105.0,155.0,94.0,111.0,116.14285714285714,114.78571428571429,116.86666666666666,4
2025-05-29,Eggs_12pk,101,3,5,149,0,0,29.23,105.0,122.0,107.0,105.0,117.71428571428571,114.35714285714286,116.2,4
2025-05-30,Eggs_12pk,111,4,5,150,0,0,32.6,101.0,105.0,98.0,101.0,116.85714285714286,114.07142857142857,115.66666666666667,4
2025-05-31,Eggs_12pk,145,5,5,151,1,0,29.41,111.0,105.0,132.0,142.0,118.71428571428571,114.78571428571429,115.23333333333333,4
2025-06-01,Eggs_12pk,124,6,6,152,1,0,28.13,145.0,101.0,155.0,136.0,120.57142857142857,115.0,116.5,4
2025-06-02,Eggs_12pk,120,0,6,153,0,0,28.58,124.0,111.0,122.0,101.0,116.14285714285714,114.14285714285714,116.6,4
2025-06-03,Eggs_12pk,98,1,6,154,0,0,30.4,120.0,145.0,105.0,98.0,115.85714285714286,115.5,116.5,4
2025-06-04,Eggs_12pk,109,2,6,155,0,0,33.59,98.0,124.0,105.0,94.0,114.85714285714286,115.5,115.56666666666666,4
2025-06-05,Eggs_12pk,107,3,6,156,0,0,26.44,109.0,120.0,101.0,107.0,115.42857142857143,116.57142857142857,115.73333333333333,4
2025-06-06,Eggs_12pk,81,4,6,157,0,0,31.8,107.0,98.0,111.0,98.0,116.28571428571429,116.57142857142857,115.53333333333333,4
2025-06-07,Eggs_12pk,129,5,6,158,1,0,25.28,81.0,109.0,145.0,132.0,112.0,115.35714285714286,115.2,4
2025-06-08,Eggs_12pk,142,6,6,159,1,0,31.71,129.0,107.0,124.0,155.0,109.71428571428571,115.14285714285714,115.73333333333333,4
2025-06-09,Eggs_12pk,99,0,6,160,0,0,29.36,142.0,81.0,120.0,122.0,112.28571428571429,114.21428571428571,116.66666666666667,4
2025-06-10,Eggs_12pk,104,1,6,161,0,0,28.65,99.0,129.0,98.0,105.0,109.28571428571429,112.57142857142857,114.93333333333334,4
2025-06-11,Eggs_12pk,85,2,6,162,0,0,28.87,104.0,142.0,109.0,105.0,110.14285714285714,112.5,113.63333333333334,4
2025-06-12,Eggs_12pk,118,3,6,163,0,0,28.45,85.0,99.0,107.0,101.0,106.71428571428571,111.07142857142857,112.66666666666667,4
2025-06-13,Eggs_12pk,119,4,6,164,0,0,26.55,118.0,104.0,81.0,111.0,108.28571428571429,112.28571428571429,112.83333333333333,4
2025-06-14,Eggs_12pk,120,5,6,165,1,0,28.49,119.0,85.0,129.0,145.0,113.71428571428571,112.85714285714286,113.1,4
2025-06-15,Eggs_12pk,195,6,6,166,1,1,27.42,120.0,118.0,142.0,124.0,112.42857142857143,111.07142857142857,113.6,4
2025-06-16,Eggs_12pk,87,0,6,167,0,0,26.31,195.0,119.0,99.0,120.0,120.0,116.14285714285714,116.73333333333333,4
2025-06-17,Eggs_12pk,113,1,6,168,0,0,31.73,87.0,120.0,104.0,98.0,118.28571428571429,113.78571428571429,114.9,4
2025-06-18,Eggs_12pk,96,2,6,169,0,0,24.64,113.0,195.0,85.0,109.0,119.57142857142857,114.85714285714286,114.13333333333334,4
2025-06-19,Eggs_12pk,100,3,6,170,0,0,29.74,96.0,87.0,118.0,107.0,121.14285714285714,113.92857142857143,113.96666666666667,4
2025-06-20,Eggs_12pk,111,4,6,171,0,0,27.12,100.0,113.0,119.0,81.0,118.57142857142857,113.42857142857143,114.03333333333333,4
2025-06-21,Eggs_12pk,125,5,6,172,1,0,26.88,111.0,96.0,120.0,129.0,117.42857142857143,115.57142857142857,114.6,4
2025-06-22,Eggs_12pk,116,6,6,173,1,0,25.58,125.0,100.0,195.0,142.0,118.14285714285714,115.28571428571429,115.2,4
2025-06-23,Eggs_12pk,98,0,6,174,0,0,28.52,116.0,111.0,87.0,99.0,106.85714285714286,113.42857142857143,115.8,4
2024-01-31,Milk_500ml,188,2,1,31,0,0,33.02,196.0,240.0,184.0,185.0,200.71428571428572,201.0,202.1,5
2024-02-01,Milk_500ml,210,3,2,32,0,0,28.77,188.0,186.0,179.0,185.0,201.28571428571428,201.21428571428572,202.53333333333333,5
2024-02-02,Milk_500ml,197,4,2,33,0,0,29.78,210.0,196.0,185.0,177.0,205.71428571428572,203.0,200.06666666666666,5
2024-02-03,Milk_500ml,262,5,2,34,1,0,32.93,197.0,188.0,235.0,240.0,207.42857142857142,204.42857142857142,199.9,5
2024-02-04,Milk_500ml,256,6,2,35,1,0,32.13,262.0,210.0,240.0,242.0,211.28571428571428,206.0,203.0,5
2024-02-05,Milk_500ml,208,0,2,36,0,0,30.69,256.0,197.0,186.0,199.0,213.57142857142858,207.0,205.36666666666667,5
2024-02-06,Milk_500ml,181,1,2,37,0,0,32.29,208.0,262.0,196.0,181.0,216.71428571428572,207.64285714285714,203.9,5
2024-02-07,Milk_500ml,200,2,2,38,0,0,30.9,181.0,256.0,188.0,184.0,214.57142857142858,207.64285714285714,202.06666666666666,5
2024-02-08,Milk_500ml,190,3,2,39,0,0,33.84,200.0,208.0,210.0,179.0,216.28571428571428,208.78571428571428,202.7,5
2024-02-09,Milk_500ml,202,4,2,40,0,0,31.1,190.0,181.0,197.0,185.0,213.42857142857142,209.57142857142858,203.33333333333334,5
2024-02-10,Milk_500ml,254,5,2,41,1,0,31.63,202.0,200.0,262.0,235.0,214.14285714285714,210.78571428571428,203.73333333333332,5
2024-02-11,Milk_500ml,257,6,2,42,1,0,30.16,254.0,190.0,256.0,240.0,213.0,212.14285714285714,206.4,5
2024-02-12,Milk_500ml,188,0,2,43,0,0,32.63,257.0,202.0,208.0,186.0,213.14285714285714,213.35714285714286,208.73333333333332,5
2024-02-13,Milk_500ml,181,1,2,44,0,0,32.77,188.0,254.0,181.0,196.0,210.28571428571428,213.5,206.83333333333334,5
2024-02-14,Milk_500ml,194,2,2,45,0,0,31.34,181.0,257.0,200.0,188.0,210.28571428571428,212.42857142857142,205.33333333333334,5
2024-02-15,Milk_500ml,202,3,2,46,0,0,32.89,194.0,188.0,190.0,210.0,209.42857142857142,212.85714285714286,205.0,5
2024-02-16,Milk_500ml,193,4,2,47,0,0,30.56,202.0,181.0,202.0,197.0,211.14285714285714,212.28571428571428,206.13333333333333,5
2024-02-17,Milk_500ml,280,5,2,48,1,0,34.45,193.0,194.0,254.0,262.0,209.85714285714286,212.0,206.4,5
2024-02-18,Milk_500ml,252,6,2,49,1,0,31.72,280.0,202.0,257.0,256.0,213.57142857142858,213.28571428571428,209.56666666666666,5
2024-02-19,Milk_500ml,206,0,2,50,0,0,32.3,252.0,193.0,188.0,208.0,212.85714285714286,213.0,212.06666666666666,5
2024-02-20,Milk_500ml,195,1,2,51,0,0,32.86,206.0,280.0,181.0,181.0,215.42857142857142,212.85714285714286,210.93333333333334,5
2024-02-21,Milk_500ml,196,2,2,52,0,0,32.95,195.0,252.0,194.0,200.0,217.42857142857142,213.85714285714286,209.36666666666667,5
2024-02-22,Milk_500ml,208,3,2,53,0,0,31.56,196.0,206.0,202.0,190.0,217.71428571428572,213.57142857142858,209.26666666666668,5
2024-02-23,Milk_500ml,209,4,2,54,0,0,29.55,208.0,195.0,193.0,202.0,218.57142857142858,214.85714285714286,210.16666666666666,5
2024-02-24,Milk_500ml,382,5,2,55,1,1,29.65,209.0,196.0,280.0,254.0,220.85714285714286,215.35714285714286,211.0,5
2024-02-25,Milk_500ml,261,6,2,56,1,0,34.16,382.0,208.0,252.0,257.0,235.42857142857142,224.5,217.76666666666668,5
2024-02-26,Milk_500ml,199,0,2,57,0,0,32.05,261.0,209.0,206.0,188.0,236.71428571428572,224.78571428571428,220.3,5
2024-02-27,Milk_500ml,207,1,2,58,0,0,34.27,199.0,382.0,195.0,181.0,235.71428571428572,225.57142857142858,219.1,5
2024-02-28,Milk_500ml,198,2,2,59,0,0,34.77,207.0,261.0,196.0,194.0,237.42857142857142,227.42857142857142,218.0,5
2024-02-29,Milk_500ml,192,3,2,60,0,0,33.37,198.0,199.0,208.0,202.0,237.71428571428572,227.71428571428572,218.4,5
2024-03-01,Milk_500ml,199,4,3,61,0,0,35.03,192.0,207.0,209.0,193.0,235.42857142857142,227.0,218.26666666666668,5
2024-03-02,Milk_500ml,247,5,3,62,1,0,27.94,199.0,198.0,382.0,280.0,234.0,227.42857142857142,218.63333333333333,5
2024-03-03,Milk_500ml,245,6,3,63,1,0,35.19,247.0,192.0,261.0,252.0,214.71428571428572,225.07142857142858,219.86666666666667,5
2024-03-04,Milk_500ml,213,0,3,64,0,0,36.58,245.0,199.0,199.0,206.0,212.42857142857142,224.57142857142858,221.46666666666667,5
2024-03-05,Milk_500ml,202,1,3,65,0,0,33.65,213.0,247.0,207.0,195.0,214.42857142857142,225.07142857142858,219.83333333333334,5
2024-03-06,Milk_500ml,183,2,3,66,0,0,31.76,202.0,245.0,198.0,196.0,213.71428571428572,225.57142857142858,218.03333333333333,5
2024-03-07,Milk_500ml,202,3,3,67,0,0,37.28,183.0,213.0,192.0,208.0,211.57142857142858,224.64285714285714,217.2,5
2024-03-08,Milk_500ml,208,4,3,68,0,0,31.58,202.0,202.0,199.0,209.0,213.0,224.21428571428572,217.9,5
2024-03-09,Milk_500ml,271,5,3,69,1,0,33.65,208.0,183.0,247.0,382.0,214.28571428571428,224.14285714285714,218.16666666666666,5
2024-03-10,Milk_500ml,255,6,3,70,1,0,31.4,271.0,202.0,245.0,261.0,217.71428571428572,216.21428571428572,220.86666666666667,5
2024-03-11,Milk_500ml,217,0,3,71,0,0,35.43,255.0,208.0,213.0,199.0,219.14285714285714,215.78571428571428,222.63333333333333,5
2024-03-12,Milk_500ml,198,1,3,72,0,0,32.25,217.0,271.0,202.0,207.0,219.71428571428572,217.07142857142858,221.4,5
2024-03-13,Milk_500ml,199,2,3,73,0,0,37.31,198.0,255.0,183.0,198.0,219.14285714285714,216.42857142857142,219.43333333333334,5
2024-03-14,Milk_500ml,227,3,3,74,0,0,36.35,199.0,217.0,202.0,192.0,221.42857142857142,216.5,219.8,5
2024-03-15,Milk_500ml,186,4,3,75,0,0,34.05,227.0,198.0,208.0,199.0,225.0,219.0,221.33333333333334,5
2024-03-16,Milk_500ml,241,5,3,76,1,0,31.59,186.0,199.0,271.0,247.0,221.85714285714286,218.07142857142858,221.06666666666666,5
2024-03-17,Milk_500ml,275,6,3,77,1,0,36.99,241.0,227.0,255.0,245.0,217.57142857142858,217.64285714285714,222.36666666666667,5
2024-03-18,Milk_500ml,211,0,3,78,0,0,35.11,275.0,186.0,217.0,213.0,220.42857142857142,219.78571428571428,225.1,5
2024-03-19,Milk_500ml,214,1,3,79,0,0,37.72,211.0,241.0,198.0,202.0,219.57142857142858,219.64285714285714,222.8,5
2024-03-20,Milk_500ml,196,2,3,80,0,0,32.91,214.0,275.0,199.0,183.0,221.85714285714286,220.5,221.53333333333333,5
2024-03-21,Milk_500ml,204,3,3,81,0,0,36.02,196.0,211.0,227.0,202.0,221.42857142857142,221.42857142857142,221.2,5
2024-03-22,Milk_500ml,214,4,3,82,0,0,36.67,204.0,214.0,186.0,208.0,218.14285714285714,221.57142857142858,221.5,5
2024-03-23,Milk_500ml,290,5,3,83,1,0,36.7,214.0,196.0,241.0,271.0,222.14285714285714,222.0,222.1,5
2024-03-24,Milk_500ml,290,6,3,84,1,0,36.39,290.0,204.0,275.0,255.0,229.14285714285714,223.35714285714286,224.83333333333334,5
2024-03-25,Milk_500ml,202,0,3,85,0,0,36.78,290.0,214.0,211.0,217.0,231.28571428571428,225.85714285714286,227.53333333333333,5
2024-03-26,Milk_500ml,210,1,3,86,0,0,32.86,202.0,290.0,214.0,198.0,230.0,224.78571428571428,221.53333333333333,5
2024-03-27,Milk_500ml,210,2,3,87,0,0,33.36,210.0,290.0,196.0,199.0,229.42857142857142,225.64285714285714,219.83333333333334,5
2024-03-28,Milk_500ml,198,3,3,88,0,0,35.55,210.0,202.0,204.0,227.0,231.42857142857142,226.42857142857142,220.2,5
2024-03-29,Milk_500ml,184,4,3,89,0,0,34.42,198.0,210.0,214.0,186.0,230.57142857142858,224.35714285714286,219.9,5
2024-03-30,Milk_500ml,246,5,3,90,1,0,34.16,184.0,210.0,290.0,241.0,226.28571428571428,224.21428571428572,219.43333333333334,5
2024-03-31,Milk_500ml,264,6,3,91,1,0,34.63,246.0,198.0,290.0,275.0,220.0,224.57142857142858,221.23333333333332,5
2024-04-01,Milk_500ml,219,0,4,92,0,0,32.86,264.0,184.0,202.0,211.0,216.28571428571428,223.78571428571428,223.4,5
2024-04-02,Milk_500ml,193,1,4,93,0,0,33.9,219.0,246.0,210.0,214.0,218.71428571428572,224.35714285714286,222.46666666666667,5
2024-04-03,Milk_500ml,214,2,4,94,0,0,35.36,193.0,264.0,210.0,196.0,216.28571428571428,222.85714285714286,220.73333333333332,5
2024-04-04,Milk_500ml,201,3,4,95,0,0,33.43,214.0,219.0,198.0,204.0,216.85714285714286,224.14285714285714,220.76666666666668,5
2024-04-05,Milk_500ml,208,4,4,96,0,0,31.63,201.0,193.0,184.0,214.0,217.28571428571428,223.92857142857142,220.73333333333332,5
2024-04-06,Milk_500ml,257,5,4,97,1,0,32.82,208.0,214.0,246.0,290.0,220.71428571428572,223.5,221.56666666666666,5
2024-04-07,Milk_500ml,248,6,4,98,1,0,35.39,257.0,201.0,264.0,290.0,222.28571428571428,221.14285714285714,223.4,5
2024-04-08,Milk_500ml,206,0,4,99,0,0,35.13,248.0,208.0,219.0,202.0,220.0,218.14285714285714,224.73333333333332,5
2024-04-09,Milk_500ml,207,1,4,100,0,0,35.62,206.0,257.0,193.0,210.0,218.14285714285714,218.42857142857142,222.56666666666666,5
2024-04-10,Milk_500ml,195,2,4,101,0,0,36.16,207.0,248.0,214.0,210.0,220.14285714285714,218.21428571428572,220.96666666666667,5
2024-04-11,Milk_500ml,203,3,4,102,0,0,34.35,195.0,206.0,201.0,198.0,217.42857142857142,217.14285714285714,220.23333333333332,5
2024-04-12,Milk_500ml,195,4,4,103,0,0,37.13,203.0,207.0,208.0,184.0,217.71428571428572,217.5,220.4,5
2024-04-13,Milk_500ml,257,5,4,104,1,0,33.0,195.0,195.0,257.0,246.0,215.85714285714286,218.28571428571428,220.26666666666668,5
2024-04-14,Milk_500ml,264,6,4,105,1,0,33.2,257.0,203.0,248.0,264.0,215.85714285714286,219.07142857142858,221.26666666666668,5
2024-04-15,Milk_500ml,214,0,4,106,0,0,36.44,264.0,195.0,206.0,219.0,218.14285714285714,219.07142857142858,223.86666666666667,5
2024-04-16,Milk_500ml,191,1,4,107,0,0,32.04,214.0,257.0,207.0,193.0,219.28571428571428,218.71428571428572,222.96666666666667,5
2024-04-17,Milk_500ml,209,2,4,108,0,0,36.93,191.0,264.0,195.0,214.0,217.0,218.57142857142858,220.16666666666666,5
2024-04-18,Milk_500ml,336,3,4,109,0,1,35.75,209.0,214.0,203.0,201.0,219.0,218.21428571428572,220.1,5
2024-04-19,Milk_500ml,204,4,4,110,0,0,30.18,336.0,191.0,195.0,208.0,238.0,227.85714285714286,224.16666666666666,5
2024-04-20,Milk_500ml,251,5,4,111,1,0,31.65,204.0,209.0,257.0,257.0,239.28571428571428,227.57142857142858,224.43333333333334,5
2024-04-21,Milk_500ml,258,6,4,112,1,0,33.11,251.0,336.0,264.0,248.0,238.42857142857142,227.14285714285714,226.0,5
2024-04-22,Milk_500ml,205,0,4,113,0,0,34.24,258.0,204.0,214.0,206.0,237.57142857142858,227.85714285714286,227.46666666666667,5
2024-04-23,Milk_500ml,211,1,4,114,0,0,36.8,205.0,251.0,191.0,207.0,236.28571428571428,227.78571428571428,224.63333333333333,5
2024-04-24,Milk_500ml,183,2,4,115,0,0,32.54,211.0,258.0,209.0,195.0,239.14285714285714,228.07142857142858,222.0,5
2024-04-25,Milk_500ml,209,3,4,116,0,0,31.8,183.0,205.0,336.0,203.0,235.42857142857142,227.21428571428572,221.36666666666667,5
2024-04-26,Milk_500ml,202,4,4,117,0,0,32.2,209.0,211.0,204.0,195.0,217.28571428571428,227.64285714285714,221.33333333333334,5
2024-04-27,Milk_500ml,279,5,4,118,1,0,36.16,202.0,183.0,251.0,257.0,217.0,228.14285714285714,221.06666666666666,5
2024-04-28,Milk_500ml,273,6,4,119,1,0,33.88,279.0,209.0,258.0,264.0,221.0,229.71428571428572,223.76666666666668,5
2024-04-29,Milk_500ml,202,0,4,120,0,0,31.44,273.0,202.0,205.0,214.0,223.14285714285714,230.35714285714286,226.73333333333332,5
2024-04-30,Milk_500ml,182,1,4,121,0,0,32.8,202.0,279.0,211.0,191.0,222.71428571428572,229.5,225.26666666666668,5
2024-05-01,Milk_500ml,197,2,5,122,0,0,32.91,182.0,273.0,183.0,209.0,218.57142857142858,228.85714285714286,222.53333333333333,5
2024-05-02,Milk_500ml,197,3,5,123,0,0,38.65,197.0,202.0,209.0,336.0,220.57142857142858,228.0,221.8,5
2024-05-03,Milk_500ml,186,4,5,124,0,0,33.84,197.0,182.0,202.0,204.0,218.85714285714286,218.07142857142858,221.93333333333334,5
2024-05-04,Milk_500ml,243,5,5,125,1,0,34.67,186.0,197.0,279.0,251.0,216.57142857142858,216.78571428571428,221.0,5
2024-05-05,Milk_500ml,246,6,5,126,1,0,33.26,243.0,197.0,273.0,258.0,211.42857142857142,216.21428571428572,222.4,5
2024-05-06,Milk_500ml,180,0,5,127,0,0,31.49,246.0,186.0,202.0,205.0,207.57142857142858,215.35714285714286,223.66666666666666,5
2024-05-07,Milk_500ml,205,1,5,128,0,0,36.24,180.0,243.0,182.0,211.0,204.42857142857142,213.57142857142858,221.1,5
2024-05-08,Milk_500ml,213,2,5,129,0,0,31.92,205.0,246.0,197.0,183.0,207.71428571428572,213.14285714285714,219.66666666666666,5
2024-05-09,Milk_500ml,213,3,5,130,0,0,33.86,213.0,180.0,197.0,209.0,210.0,215.28571428571428,219.9,5
2024-05-10,Milk_500ml,190,4,5,131,0,0,32.0,213.0,205.0,186.0,202.0,212.28571428571428,215.57142857142858,220.1,5
2024-05-11,Milk_500ml,258,5,5,132,1,0,30.59,190.0,213.0,243.0,279.0,212.85714285714286,214.71428571428572,219.93333333333334,5
2024-05-12,Milk_500ml,251,6,5,133,1,0,35.38,258.0,213.0,246.0,273.0,215.0,213.21428571428572,221.76666666666668,5
2024-05-13,Milk_500ml,193,0,5,134,0,0,33.77,251.0,190.0,180.0,202.0,215.71428571428572,211.64285714285714,223.63333333333333,5
2024-05-14,Milk_500ml,183,1,5,135,0,0,32.73,193.0,258.0,205.0,182.0,217.57142857142858,211.0,221.5,5
2024-05-15,Milk_500ml,283,2,5,136,0,1,30.99,183.0,251.0,213.0,197.0,214.42857142857142,211.07142857142858,218.8,5
2024-05-16,Milk_500ml,187,3,5,137,0,0,29.55,283.0,193.0,213.0,197.0,224.42857142857142,217.21428571428572,221.1,5
2024-05-17,Milk_500ml,170,4,5,138,0,0,29.63,187.0,183.0,190.0,186.0,220.71428571428572,216.5,220.96666666666667,5
2024-05-18,Milk_500ml,257,5,5,139,1,0,31.38,170.0,283.0,258.0,243.0,217.85714285714286,215.35714285714286,219.66666666666666,5
2024-05-19,Milk_500ml,265,6,5,140,1,0,30.26,257.0,187.0,251.0,246.0,217.71428571428572,216.35714285714286,217.03333333333333,5
2024-05-20,Milk_500ml,197,0,5,141,0,0,31.9,265.0,170.0,193.0,180.0,219.71428571428572,217.71428571428572,219.06666666666666,5
2024-05-21,Milk_500ml,274,1,5,142,0,1,31.27,197.0,257.0,183.0,205.0,220.28571428571428,218.92857142857142,217.26666666666668,5
2024-05-22,Milk_500ml,199,2,5,143,0,0,27.69,274.0,265.0,283.0,213.0,233.28571428571428,223.85714285714286,217.8,5
2024-05-23,Milk_500ml,179,3,5,144,0,0,30.59,199.0,197.0,187.0,213.0,221.28571428571428,222.85714285714286,217.6,5
2024-05-24,Milk_500ml,194,4,5,145,0,0,29.34,179.0,274.0,170.0,190.0,220.14285714285714,220.42857142857142,216.53333333333333,5
2024-05-25,Milk_500ml,269,5,5,146,1,0,35.21,194.0,199.0,257.0,258.0,223.57142857142858,220.71428571428572,216.9,5
2024-05-26,Milk_500ml,247,6,5,147,1,0,27.05,269.0,179.0,265.0,251.0,225.28571428571428,221.5,218.9,5
2024-05-27,Milk_500ml,187,0,5,148,0,0,28.96,247.0,194.0,197.0,193.0,222.71428571428572,221.21428571428572,220.4,5
2024-05-28,Milk_500ml,196,1,5,149,0,0,30.04,187.0,269.0,274.0,183.0,221.28571428571428,220.78571428571428,217.33333333333334,5
2024-05-29,Milk_500ml,188,2,5,150,0,0,30.16,196.0,247.0,199.0,283.0,210.14285714285714,221.71428571428572,214.76666666666668,5
2024-05-30,Milk_500ml,187,3,5,151,0,0,28.65,188.0,187.0,179.0,187.0,208.57142857142858,214.92857142857142,214.3,5
2024-05-31,Milk_500ml,205,4,5,152,0,0,31.02,187.0,196.0,194.0,170.0,209.71428571428572,214.92857142857142,214.46666666666667,5
2024-06-01,Milk_500ml,224,5,6,153,1,0,29.77,205.0,188.0,269.0,257.0,211.28571428571428,217.42857142857142,214.73333333333332,5
2024-06-02,Milk_500ml,240,6,6,154,1,0,30.69,224.0,187.0,247.0,265.0,204.85714285714286,215.07142857142858,215.63333333333333,5
2024-06-03,Milk_500ml,172,0,6,155,0,0,30.68,240.0,205.0,187.0,197.0,203.85714285714286,213.28571428571428,217.43333333333334,5
2024-06-04,Milk_500ml,154,1,6,156,0,0,30.28,172.0,224.0,196.0,274.0,201.71428571428572,211.5,215.06666666666666,5
2024-06-05,Milk_500ml,183,2,6,157,0,0,29.62,154.0,240.0,188.0,199.0,195.71428571428572,202.92857142857142,212.0,5
2024-06-06,Milk_500ml,171,3,6,158,0,0,27.74,183.0,172.0,187.0,179.0,195.0,201.78571428571428,212.1,5
2024-06-07,Milk_500ml,188,4,6,159,0,0,26.41,171.0,154.0,205.0,194.0,192.71428571428572,201.21428571428572,210.96666666666667,5
2024-06-08,Milk_500ml,236,5,6,160,1,0,30.46,188.0,183.0,224.0,269.0,190.28571428571428,200.78571428571428,210.13333333333333,5
2024-06-09,Milk_500ml,214,6,6,161,1,0,28.03,236.0,171.0,240.0,247.0,192.0,198.42857142857142,210.9,5
2024-06-10,Milk_500ml,182,0,6,162,0,0,29.31,214.0,188.0,172.0,187.0,188.28571428571428,196.07142857142858,211.7,5
2024-06-11,Milk_500ml,174,1,6,163,0,0,30.58,182.0,236.0,154.0,196.0,189.71428571428572,195.71428571428572,209.16666666666666,5
2024-06-12,Milk_500ml,188,2,6,164,0,0,29.02,174.0,214.0,183.0,188.0,192.57142857142858,194.14285714285714,206.6,5
2024-06-13,Milk_500ml,188,3,6,165,0,0,24.92,188.0,182.0,171.0,187.0,193.28571428571428,194.14285714285714,206.43333333333334,5
